"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Pakistan","PAK","Survey mean consumption or income per capita, bottom 40% of population (2017 PPP $ per day)","SI.SPR.PC40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.65","","","","","2.83","","","","","","",
"Pakistan","PAK","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.9","","","69.3","","","","","","52.3","","54","","","57.1","","","49.6","49.7","","46.9","","","43.1","42.4","","39.2","","36.1","","","36.3","","","","","","",
"Pakistan","PAK","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.7","","","98","","","","","","94.7","","93.4","","","96","","","92.2","92.4","","91.4","","","90.4","89.1","","86.5","","83.8","","","84.5","","","","","","",
"Pakistan","PAK","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.3","","","51.7","50.4","","44.1","","","36.8","36.3","","29.5","","24.3","","","21.9","","","","","","",
"Pakistan","PAK","Poverty gap at $3.65 a day (2017 PPP) (%)","SI.POV.LMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.6","","","46.6","","","","","","22.4","","25.7","","","28.3","","","20.6","20.5","","17.4","","","13.5","13.3","","11.1","","9.2","","","9","","","","","","",
"Pakistan","PAK","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.1","","","89.6","","","","","","70","","71.6","","","77.4","","","64.8","65.1","","60.6","","","52.4","51.7","","44.6","","40","","","39.8","","","","","","",
"Pakistan","PAK","Gini index","SI.POV.GINI","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.3","","","33.2","","","","","","28.7","","33.1","","","28.7","","","30.9","31.3","","29.7","","","28.8","29.7","","29.5","","31.3","","","29.6","","","","","","",
"Pakistan","PAK","Poverty gap at $2.15 a day (2017 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","","","23.2","","","","","","3.9","","6.4","","","6.8","","","3.9","3.5","","2.3","","","1.3","1.3","","1.1","","0.7","","","0.6","","","","","","",
"Pakistan","PAK","Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.3","","","65.1","","","","","","22.3","","29.8","","","33.3","","","20.2","20.3","","14.9","","","9.4","9.6","","7.4","","5.1","","","4.9","","","","","","",
"Pakistan","PAK","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.3","","","8.1","","","","","","10","","8.7","","","9.8","","","9.2","9.3","","9.7","","","9.9","9.7","","9.5","","9.3","","","9.6","","","","","","",
"Pakistan","PAK","Income share held by lowest 10%","SI.DST.FRST.10","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.5","","","3.4","","","","","","4.4","","3.7","","","4.3","","","3.9","4.1","","4.3","","","4.3","4.3","","4.2","","4.1","","","4.2","","","","","","",
"Pakistan","PAK","Proportion of people living below 50 percent of median income (%)","SI.DST.50MD","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.4","","","9.2","","","","","","2.9","","5.4","","","3.5","","","4.4","3.6","","3.1","","","3","3.2","","4.1","","3.7","","","3.5","","","","","","",
"Pakistan","PAK","Income share held by highest 10%","SI.DST.10TH.10","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.6","","","27.1","","","","","","25.2","","28.5","","","24.9","","","26.3","27.1","","25.7","","","25.1","25.8","","25.3","","27","","","25.5","","","","","","",
"Pakistan","PAK","Income share held by highest 20%","SI.DST.05TH.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.2","","","41.8","","","","","","39","","42.4","","","38.8","","","40.6","41.1","","39.8","","","38.9","39.8","","39.4","","41","","","39.6","","","","","","",
"Pakistan","PAK","Income share held by fourth 20%","SI.DST.04TH.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.2","","","21.6","","","","","","21.1","","20.6","","","21.3","","","21.1","20.8","","21.1","","","21.3","21.1","","21.3","","21","","","21.2","","","","","","",
"Pakistan","PAK","Income share held by third 20%","SI.DST.03RD.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.9","","","16.3","","","","","","16.5","","15.8","","","16.6","","","16.2","16","","16.3","","","16.6","16.4","","16.6","","16","","","16.4","","","","","","",
"Pakistan","PAK","Income share held by second 20%","SI.DST.02ND.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.3","","","12.3","","","","","","13.5","","12.4","","","13.4","","","12.9","12.8","","13.1","","","13.3","13.1","","13.2","","12.7","","","13.1","","","","","","",
"Pakistan","PAK","Population living in slums (% of urban population)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.22167","","69.69687","","68.17208","","66.64728","","65.12249","","63.59769","","62.0729","","60.5481","","59.0233","","57.49851","","55.97371","","","","",
"Panama","PAN","Annualized average growth rate in per capita real survey mean consumption or income, total population (%)","SI.SPR.PCAP.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.43","",
"Panama","PAN","Survey mean consumption or income per capita, total population (2017 PPP $ per day)","SI.SPR.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.39","","","","","30.13","",
"Panama","PAN","Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)","SI.SPR.PC40.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.04","",
"Panama","PAN","Survey mean consumption or income per capita, bottom 40% of population (2017 PPP $ per day)","SI.SPR.PC40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.58","","","","","9.1","",
"Panama","PAN","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","16.8","","","","","","","","","","29.8","","27.4","","","","21.9","","20.6","20.8","18.9","17.5","21","17.7","17.1","16.2","15.7","16.1","13.6","9.8","8.5","9","7.3","8","7","7","5.8","5.8","5.5","4.7","4.3","","4.7","","4.8","",
"Panama","PAN","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","39.7","","","","","","","","","","50.1","","48.1","","","","39.3","","39.1","38.7","36.5","35","40","37.1","35.8","34.7","34.5","33.9","30.5","23.2","23","21.7","18.3","18.8","18.2","16.8","15.4","14.5","14","12.5","12.1","","12.9","","12.9","",
"Panama","PAN","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.9","","","","","36.6","38.3","36.5","33.8","33.4","29.8","27.6","26.5","25.8","25.6","23","22.1","20.7","21.4","21.5","","21.8","","","",
"Panama","PAN","Poverty gap at $3.65 a day (2017 PPP) (%)","SI.POV.LMIC.GP","","","","","","","","","","","","","","","","","","","","5.7","","","","","","","","","","19.7","","17.5","","","","13.6","","12.2","12.5","10.9","9.3","11.7","8.2","8.2","7.4","7","7.8","5.7","3.7","2.4","3.2","2.4","3.1","2.2","2.6","1.7","1.7","1.9","1.4","1.1","","1.3","","1.4","",
"Panama","PAN","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","18.2","","","","","","","","","","31.8","","28.8","","","","22.7","","21.8","21.6","19.3","18.3","22.8","19.5","18.7","17.6","16.4","17.4","14.9","10.5","8","9.1","7.3","8.7","7","7.4","5.6","5.8","5.3","4.4","3.7","","4.3","","4.4","",
"Panama","PAN","Gini index","SI.POV.GINI","","","","","","","","","","","","","","","","","","","","48.7","","","","","","","","","","58.6","","58","","","","57.7","","58.1","57.4","56.4","56.6","56.7","56.1","55.7","54.8","53.8","54.6","52.7","52.7","51.8","51.6","51.3","51.7","51.5","50.5","50.8","50.4","49.9","49.2","49.8","","50.9","","48.9","",
"Panama","PAN","Poverty gap at $2.15 a day (2017 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","1.1","","","","","","","","","","14.5","","12.5","","","","9.8","","8.2","8.8","7.5","5.7","7.1","3.8","3.9","3.3","3.1","3.9","2.2","1.1","0.6","1","0.7","1.1","0.6","0.9","0.4","0.4","0.7","0.4","0.3","","0.5","","0.4","",
"Panama","PAN","Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","6.2","","","","","","","","","","22.4","","20.1","","","","15.2","","14.2","14.5","12.3","11.1","14","9.6","9.9","8.7","8.6","9.4","6.7","4.1","2.5","3.4","2.5","3.5","2.2","2.9","1.5","1.5","2.1","1.4","1","","1.1","","1.3","",
"Panama","PAN","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","3.9","","","","","","","","","","1","","1.3","","","","1.5","","1.7","1.7","2","2.2","2","2.5","2.5","2.6","2.7","2.5","3","3.2","3.5","3.3","3.4","3.2","3.3","3.4","3.4","3.3","3.4","3.6","3.6","","3.7","","3.7","",
"Panama","PAN","Income share held by lowest 10%","SI.DST.FRST.10","","","","","","","","","","","","","","","","","","","","1.5","","","","","","","","","","0.2","","0.2","","","","0.2","","0.3","0.3","0.4","0.5","0.5","0.8","0.7","0.8","0.8","0.7","1","1","1.2","1.1","1.1","1","1.1","1","1.1","1.1","1.1","1.2","1.2","","1.2","","1.2","",
"Panama","PAN","Proportion of people living below 50 percent of median income (%)","SI.DST.50MD","","","","","","","","","","","","","","","","","","","","23.7","","","","","","","","","","30.2","","28.7","","","","28.3","","26.8","26.9","26","25.7","27.6","26.5","25.6","25.9","25.2","25.5","25","23.3","23.2","23.2","22.9","23","23.9","23.1","22.6","22.9","23.5","22.3","22.8","","21.5","","22","",
"Panama","PAN","Income share held by highest 10%","SI.DST.10TH.10","","","","","","","","","","","","","","","","","","","","36","","","","","","","","","","42.8","","42.5","","","","43.2","","44.1","43.4","42.5","43.2","42.6","43","42.2","41.2","40.2","41.1","39.7","40.7","40.1","39.6","39.7","39.7","39.6","38.5","39","37.8","37.7","37.1","38","","39.3","","36.9","",
"Panama","PAN","Income share held by highest 20%","SI.DST.05TH.20","","","","","","","","","","","","","","","","","","","","53.4","","","","","","","","","","60.9","","60.5","","","","60.4","","61.2","60.6","59.8","60.1","59.9","59.8","59.5","58.7","57.7","58.4","56.6","57","56.4","56","55.8","56.1","56","54.8","55.3","54.8","54.2","53.6","54.4","","55.6","","53.5","",
"Panama","PAN","Income share held by fourth 20%","SI.DST.04TH.20","","","","","","","","","","","","","","","","","","","","21.7","","","","","","","","","","20.9","","20.8","","","","20.3","","19.7","19.8","20.1","19.8","20.3","19.9","20","20.3","20.7","20.4","20.7","20","20.1","20.2","20.3","20.3","20.3","20.7","20.5","21","20.9","21.2","20.7","","20.2","","21.2","",
"Panama","PAN","Income share held by third 20%","SI.DST.03RD.20","","","","","","","","","","","","","","","","","","","","13.1","","","","","","","","","","11.6","","11.5","","","","11.6","","11.1","11.5","11.5","11.4","11.6","11.4","11.5","11.7","11.9","11.8","12.4","12.4","12.4","12.6","12.6","12.7","12.7","13.1","12.8","12.9","13.3","13.4","13.2","","12.5","","13.3","",
"Panama","PAN","Income share held by second 20%","SI.DST.02ND.20","","","","","","","","","","","","","","","","","","","","7.9","","","","","","","","","","5.6","","5.9","","","","6.2","","6.2","6.4","6.6","6.5","6.3","6.4","6.6","6.7","6.9","6.8","7.3","7.5","7.6","7.8","7.8","7.8","7.7","8.1","8","8","8.1","8.3","8.1","","7.9","","8.4","",
"Panama","PAN","Population living in slums (% of urban population)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.67615","","44.36462","","40.05308","","35.74154","","31.43","","27.11846","","22.80692","","18.49538","","16.3","","16.3","","","","","","",
"Peru","PER","Annualized average growth rate in per capita real survey mean consumption or income, total population (%)","SI.SPR.PCAP.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-1.31","","",
"Peru","PER","Survey mean consumption or income per capita, total population (2017 PPP $ per day)","SI.SPR.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.28","","","","","12.43","","",
"Peru","PER","Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)","SI.SPR.PC40.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.02","","",
"Peru","PER","Survey mean consumption or income per capita, bottom 40% of population (2017 PPP $ per day)","SI.SPR.PC40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.8","","","","","5.05","","",
"Peru","PER","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.8","31.8","32.2","31.5","33","30.2","28.7","29.2","31","27.5","23.9","21.1","19.4","17","15.8","14.5","13.9","13.2","12.8","12.6","12.6","11.3","10.4","17.2","11.4","11.1","","",
"Peru","PER","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.3","62.3","62.1","62.4","63.9","60.2","59.4","59.8","61.5","55.9","50.3","46.4","44.6","40.5","38.1","35.3","34.5","33.4","32.7","31.8","32.6","30.3","28.8","42.8","33.4","32.2","","",
"Peru","PER","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","58.7","55.6","49.2","42.4","37.3","33.5","30.8","27.8","25.8","23.9","22.7","21.8","20.7","21.7","20.5","20.2","30.1","25.9","27.5","","",
"Peru","PER","Poverty gap at $3.65 a day (2017 PPP) (%)","SI.POV.LMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.4","15.9","16.1","15.5","16.4","14.6","12.7","13.5","14.9","12.9","10.9","9","7.7","6.3","5.8","5.3","4.8","4.4","4.4","4.2","4.1","3.4","3","5.8","2.9","2.8","","",
"Peru","PER","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.9","34.9","36.3","35.4","37.5","34.2","32.3","32.8","35.2","30.4","26.5","22.7","20.5","17.8","16.3","14.8","14","13.1","12.8","12.4","12.4","10.7","9.6","17.4","10","9.5","","",
"Peru","PER","Gini index","SI.POV.GINI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.3","55.1","54.8","49.1","51.3","53.6","53.1","49.9","50.4","50.3","50","47.5","47","45.5","44.7","44.4","43.9","43.1","43.4","43.6","43.3","42.4","41.5","43.7","40.1","40.3","","",
"Peru","PER","Poverty gap at $2.15 a day (2017 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.2","7.8","8","7.3","7.7","6.7","4.8","5.6","6.6","5.7","4.6","3.6","2.8","2.1","1.9","1.8","1.6","1.3","1.3","1.2","1.2","1","0.8","1.8","0.7","0.8","","",
"Peru","PER","Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.8","19.4","19.3","19.3","20.3","17.5","14.7","16.3","17.8","15.6","13.2","10.9","8.8","6.8","6.5","6.1","5.4","4.8","4.7","4.6","4.5","3.6","3","5.8","2.8","2.7","","",
"Peru","PER","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","2.9","2.9","3.5","3.4","3.2","3.6","3.7","3.6","3.5","3.5","3.8","4","4.3","4.4","4.4","4.5","4.7","4.7","4.6","4.7","5","5.2","4.8","5.8","5.7","","",
"Peru","PER","Income share held by lowest 10%","SI.DST.FRST.10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0.9","0.9","1.2","1.2","1.1","1.3","1.3","1.2","1.2","1.2","1.3","1.4","1.5","1.5","1.5","1.6","1.6","1.6","1.6","1.7","1.8","1.9","1.7","2.1","2.1","","",
"Peru","PER","Proportion of people living below 50 percent of median income (%)","SI.DST.50MD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.4","24","23.6","24.2","23.8","24.2","22.8","23.9","23.9","24.2","24.6","23.3","22.3","21.6","21.7","21.5","20.9","20.5","19.5","20.6","20","19.3","18.6","19.7","15.9","16.4","","",
"Peru","PER","Income share held by highest 10%","SI.DST.10TH.10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.8","43.6","43.6","36.8","39.1","42.1","42.2","37.9","38.5","38.2","37.8","35.4","35.2","34.2","33.5","33.3","32.7","32.1","32.6","32.6","32.3","31.6","31.1","32.9","30.5","30.7","","",
"Peru","PER","Income share held by highest 20%","SI.DST.05TH.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.1","59.3","58.9","53.2","55.5","57.7","57.7","54.3","54.7","54.5","54.1","51.8","51.6","50.3","49.5","49.3","48.9","48.3","48.7","48.8","48.4","47.9","47.2","49.1","46.3","46.5","","",
"Peru","PER","Income share held by fourth 20%","SI.DST.04TH.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.4","19.1","19.3","21.5","20.7","19.6","19.3","20.8","20.8","21.1","21.1","21.8","21.7","21.8","22","22","22.1","22.2","21.8","22.1","22.2","22.2","22.3","21.9","22.1","22","","",
"Peru","PER","Income share held by third 20%","SI.DST.03RD.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.4","11.7","11.7","13.6","12.7","12.2","12","13.1","13","13.2","13.3","14","13.9","14.4","14.8","14.8","14.9","15","14.8","14.8","14.9","15","15.2","14.6","15.2","15.2","","",
"Peru","PER","Income share held by second 20%","SI.DST.02ND.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.2","7","7.1","8.2","7.7","7.3","7.4","8","7.8","7.9","8","8.6","8.7","9.2","9.4","9.5","9.6","9.8","9.9","9.7","9.7","10","10.2","9.6","10.6","10.5","","",
"Peru","PER","Population living in slums (% of urban population)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.41309","","45.56432","","43.71555","","41.86678","","40.018","","38.16923","","36.32046","","34.47168","","","","","","","","","","",
"Philippines","PHL","Annualized average growth rate in per capita real survey mean consumption or income, total population (%)","SI.SPR.PCAP.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.79","","","",
"Philippines","PHL","Survey mean consumption or income per capita, total population (2017 PPP $ per day)","SI.SPR.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.41","","","","","","8.82","","","",
"Philippines","PHL","Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)","SI.SPR.PC40.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.98","","","",
"Philippines","PHL","Survey mean consumption or income per capita, bottom 40% of population (2017 PPP $ per day)","SI.SPR.PC40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.13","","","","","","3.73","","","",
"Philippines","PHL","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.2","","","32.3","","","33.2","","","30.6","","","30","","","25.2","","","19.7","","","20","","","",
"Philippines","PHL","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.8","","","68.1","","","67.9","","","66.1","","","64.9","","","60.1","","","53.5","","","55.3","","","",
"Philippines","PHL","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.6","","","26.3","","","25.2","","","23.5","","","16.7","","","18.1","","","",
"Philippines","PHL","Poverty gap at $3.65 a day (2017 PPP) (%)","SI.POV.LMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.1","","","12.5","","","13.4","","","11.1","","","10.9","","","7.5","","","4.3","","","4.2","","","",
"Philippines","PHL","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.2","","","37.3","","","39.4","","","35.3","","","34.6","","","27.1","","","18.3","","","17.8","","","",
"Philippines","PHL","Gini index","SI.POV.GINI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.7","","","46.6","","","47.2","","","46.3","","","46.5","","","44.6","","","42.3","","","40.7","","","",
"Philippines","PHL","Poverty gap at $2.15 a day (2017 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.3","","","3.3","","","3.6","","","2.5","","","2.4","","","1.3","","","0.5","","","0.5","","","",
"Philippines","PHL","Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population)","SI.POV.DDAY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.5","","","13.6","","","14.9","","","11.3","","","10.9","","","6.5","","","3","","","3","","","",
"Philippines","PHL","Income share held by lowest 20%","SI.DST.FRST.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.1","","","5.2","","","5","","","5.3","","","5.2","","","5.6","","","6.2","","","6.5","","","",
"Philippines","PHL","Income share held by lowest 10%","SI.DST.FRST.10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.1","","","2.1","","","2","","","2.2","","","2.1","","","2.3","","","2.5","","","2.7","","","",
"Philippines","PHL","Proportion of people living below 50 percent of median income (%)","SI.DST.50MD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.5","","","16.5","","","17.1","","","15.6","","","16.1","","","14.7","","","12.9","","","11.7","","","",
"Philippines","PHL","Income share held by highest 10%","SI.DST.10TH.10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.7","","","36.6","","","36.6","","","36.3","","","36.3","","","34.9","","","33.5","","","32.5","","","",
"Philippines","PHL","Income share held by highest 20%","SI.DST.05TH.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53.7","","","52.6","","","53.1","","","52.5","","","52.7","","","51","","","49.2","","","48","","","",
"Philippines","PHL","Income share held by fourth 20%","SI.DST.04TH.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","","","20.4","","","20.6","","","20.4","","","20.5","","","20.7","","","20.7","","","20.8","","","",
"Philippines","PHL","Income share held by third 20%","SI.DST.03RD.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.7","","","13.1","","","12.8","","","13","","","13","","","13.4","","","14","","","14.3","","","",
"Philippines","PHL","Income share held by second 20%","SI.DST.02ND.20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.5","","","8.8","","","8.5","","","8.8","","","8.7","","","9.2","","","9.9","","","10.4","","","",
"Philippines","PHL","Population living in slums (% of urban population)","EN.POP.SLUM.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.97359","","48.56749","","47.16139","","45.75529","","44.34919","","42.94309","","41.53699","","40.13089","","38.7248","","37.3187","","36.61565","","","","",
"Palau","PLW","Annualized average growth rate in per capita real survey mean consumption or income, total population (%)","SI.SPR.PCAP.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Palau","PLW","Survey mean consumption or income per capita, total population (2017 PPP $ per day)","SI.SPR.PCAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Palau","PLW","Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)","SI.SPR.PC40.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Palau","PLW","Survey mean consumption or income per capita, bottom 40% of population (2017 PPP $ per day)","SI.SPR.PC40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Palau","PLW","Poverty gap at $6.85 a day (2017 PPP) (%)","SI.POV.UMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Palau","PLW","Poverty headcount ratio at $6.85 a day (2017 PPP) (% of population)","SI.POV.UMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Palau","PLW","Poverty headcount ratio at national poverty lines (% of population)","SI.POV.NAHC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.9","","","","","","","","","","","","","","","","","","",
"Palau","PLW","Poverty gap at $3.65 a day (2017 PPP) (%)","SI.POV.LMIC.GP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Palau","PLW","Poverty headcount ratio at $3.65 a day (2017 PPP) (% of population)","SI.POV.LMIC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Palau","PLW","Gini index","SI.POV.GINI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Palau","PLW","Poverty gap at $2.15 a day (2017 PPP) (%)","SI.POV.GAPS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
