SITE_UPRN,SITE_NAME,PRIMARY_ADDRESS,STREET,LOCALITY,TOWN,COUNTY,POSTCODE,GIA,EASTING,NORTHING,PARISH,DISTRICT,SUBCLIENT,SITESTATUS,SITEFUNCTIONDETAIL 
378401,WHIDDON VALLEY INDUSTRIAL ESTATE RESIDUAL ROAD INFRASTRUCTURE,,WESTACOTT ROAD,WHIDDON VALLEY,BARNSTAPLE,DEVON,EX32 8NU,,258231.00,132374.00,,NORTH DEVON,Planning Economy & Transport,Freehold,Highway Infrastucture
378601,TARKA TRAIL COUNTRY PARK,,,,BIDEFORD,DEVON,EX39 4BB,60.00,245714.00,126326.00,Bideford CP,TORRIDGE,Countryside,Mixed Tenure,Country park / amenity area
378701,ST CATHERINES C OF E PRIMARY & NURSERY SCHOOL-BROWHILL RIDGE PLANTATION,,MUSKET ROAD,HEATHFIELD,NEWTON ABBOT,DEVON,TQ12 6SB,1360.00,282986.00,75447.00,Bovey Tracey CP,TEIGNBRIDGE,Education Schools,Church Owned with DCC Freehold of Playing Field,Primary school
378702,ST CATHERINES C OF E PRIMARY & NURSERY SCHOOL-PLAYING FIELD AT OLD SCHOOL SITE,,MUSKET ROAD,HEATHFIELD,NEWTON ABBOT,DEVON,TQ12 6SB,,283099.00,76580.00,Bovey Tracey CP,TEIGNBRIDGE,Education Schools,Freehold,Primary school
381101,SWING BRIDGE AT COUNTESS WEAR,,BRIDGE ROAD,COUNTESS WEAR,EXETER,DEVON,EX2  7BA,0,294032.00,89436.00,Exeter,EXETER,Highway Management,Unknown Agreement,Foot / Road / rail bridge
381801,EXE VALE PARK AND RIDE,,DIGBY DRIVE,EXE VALE SHOPPING CENTRE,EXETER,DEVON,EX2  7EZ,0,295870.00,91475.00,Exeter,EXETER,Highway Management,Ground Lease,Park and rides
382601,FORMER HIGHBRIDGE HOUSE DAY CENTRE,,LIMERS HILL,"ROLLE ROAD, TADDIPORT",GREAT TORRINGTON,DEVON,EX38 8AX,588.00,248648.00,118914.00,Great Torrington CP,TORRIDGE,Surplus property / land,Freehold,Surplus 5 years
383101,LAND AT EXMOUTH BUS STATION,,,,,,,,299952.00,81191.00,Exmouth CP,EAST DEVON,Highway Management,Freehold,Park and rides
383102,EXMOUTH BUS STATION LAND,,ROYAL AVENUE,,EXMOUTH,DEVON,EX8  1EN,,299954.00,81151.00,Exmouth CP,EAST DEVON,Planning Economy & Transport,Freehold but entirely leased off by others,Held for future sale
384501,LAND AT ATHERINGTON PARISH SQUARE,,THE SQUARE,ATHERINGTON,UMBERLEIGH,DEVON,EX37 9HY,,259052.00,123087.00,Atherington CP,NORTH DEVON,Highway Management,Freehold,Playing field / Pavilion
384901,SOWTON BLOCK 12B - CYGNET UNITS,,HERON ROAD,SOWTON INDUSTRIAL ESTATE,EXETER,DEVON,EX2  7LL,,296064.00,92224.00,Exeter,EXETER,Planning Economy & Transport,Joint Freehold with District,Industrial Unit / Store
385201,LAND TO REAR OF PROPERTIES ON GREENSWAY ROAD,,GREENSWAY ROAD,,TAVISTOCK,DEVON,PL19 8HP,,247304.00,73810.00,,WEST DEVON,Highway Management,Dedication,Highway Infrastucture
387701,DEVON INTEGRATION SUPPORT SERVICE DARTINGTON,,FRONTIERS,"WOODLANDS YARD, HUXHAM CROSS",DARTINGTON,DEVON,TQ9  6NT,172.00,278331.00,62904.00,,SOUTH HAMS,Childrens Services,Leasehold,Offices
387901,THE HAVEN,32/34,HIGH STREET,,HONITON,DEVON,EX14 1PU,233.00,316596.00,100796.00,Honiton CP,EAST DEVON,Older People & Physical Disability,Freehold but entirely leased off by others,Physically handicapped centre
388201,EXTON ROAD RECYCLING CENTRE,,EXTON ROAD,MARSH BARTON INDUSTRIAL ESTATE,EXETER,DEVON,EX2  8EG,0,292070.00,91257.00,Exeter,EXETER,"Waste, Engineering & Transport",Leasehold,Waste disposal facility
389301,LANDKEY PRIMARY SCHOOL,,BAKERY WAY,LANDKEY,BARNSTAPLE,DEVON,EX32 0LJ,1149.90,259293.00,131166.00,Landkey CP,NORTH DEVON,Education Schools,Freehold,Primary school
389501,WOODLAND VALE,,NEW STREET,,TORRINGTON,DEVON,EX38 8DL,1195.00,248604.00,119215.00,Great Torrington CP,TORRIDGE,Older People & Physical Disability,Freehold,Community Care Support centre
390001,SOUTH BRENT PRIMARY SCHOOL-MAIN SCHOOL SITE,,TOTNES ROAD,,SOUTH BRENT,DEVON,TQ10 9JN,1791.20,270002.00,60058.00,South Brent CP,SOUTH HAMS,Education Schools,Academy,Primary school
390101,KINGSBRIDGE ROPEWALK RECYCLING UNIT,,LOWER UNION ROAD,,KINGSBRIDGE,DEVON,TQ7  1EF,96.00,273339.00,44144.00,Kingsbridge CP,SOUTH HAMS,Learning Disability,Leasehold,Sheltered workshop
390901,TORRIDGESIDE LINK CENTRE,,HIGHER GUNSTONE,,BIDEFORD,DEVON,EX39 2DG,352.00,245166.00,126629.00,Bideford CP,TORRIDGE,Devon Partnership Trust - CMHT,Freehold,Learning disabilities centre
391901,GLENBURN CENTRE,39,COOKS CROSS,,SOUTH MOLTON,DEVON,EX36 4AW,0,271275.00,125511.00,South Molton CP,NORTH DEVON,Devon Partnership Trust - CMHT,Unknown Agreement,Offices
392401,LAND USED BY  KINGSTEIGNTON SWIMMING POOL ASSOC.,,MEADOWCROFT ROAD,KINGSTEIGNTON,NEWTON ABBOT,DEVON,TQ12 3PB,0,286622.00,74384.00,Kingsteignton CP,TEIGNBRIDGE,Education Administration,Freehold but entirely leased off by others,Held for an agreed Community use
393101,SOWTON PARK AND RIDE,,SIDMOUTH ROAD,SOWTON INDUSTRIAL ESTATE,EXETER,DEVON,EX2  7LB,0,296198.00,91728.00,Exeter,EXETER,Highway Management,Joint Freehold with District,Park and rides
394301,THE CEDARS NEIGHBOURHOOD NURSERY & OFFICES,,NORTHBROOK CLOSE,BEACON HEATH,EXETER,DEVON,EX4  8LZ,0,294433.00,94225.00,,EXETER,Sure Start / NCH,Partnership,Offices
394901,NATIONAL CYCLE NETWORK,,,BRADFORD,HOLSWORTHY,DEVON,EX31 1ED,,255252.00,133375.00,,NORTH DEVON,Countryside,Mixed Tenure,Cycle track / Footpath
395401,LITTLE GARDEN LAND TOTNES,,LEECHWELL LANE,,TOTNES,DEVON,TQ9  5EA,,280065.00,60199.00,Totnes CP,SOUTH HAMS,Education Administration,Freehold,Held for an agreed Community use
395901,IVYBRIDGE RECYCLING CENTRE,,ERMINGTON ROAD,,IVYBRIDGE,DEVON,PL21 9DE,17.00,263323.00,55615.00,Ivybridge CP,SOUTH HAMS,"Waste, Engineering & Transport",Leasehold,Waste disposal facility
396101,WHIPTON HOSPITAL OFFICES,,HOSPITAL LANE,WHIPTON,EXETER,DEVON,EX1  3RB,0,295417.00,93466.00,Exeter,EXETER,Health & Social Care Partnership,Unknown Agreement,Offices
396301,BARNSTAPLE SILVERHILL,,SOWDEN LANE,,BARNSTAPLE,DEVON,EX32 8DJ,546.00,256915.00,133066.00,Barnstaple CP,NORTH DEVON,Learning Disability,Freehold,Learning disabilities centre
411201,THE ACORN CENTRE,5,OAK COURT,"PENNANT WAY, LEE MILL INDUSTRIAL ESTATE",IVYBRIDGE,DEVON,PL21 9GP,290.00,261446.00,55945.00,Ermington CP,SOUTH HAMS,Norfolk Property Services - SW,Leasehold but entirely leased off by others,Offices
419901,MARLAND SCHOOL,,,PETERS MARLAND,GREAT TORRINGTON,DEVON,EX38 8QQ,2359.00,247789.00,113647.00,,TORRIDGE,Education Schools,Trust School,Special school
421901,SITE OF FORMER FIVE MILE FARMHOUSE WHITESTONE,,FIVE MILL HILL,WHITESTONE,TEDBURN ST. MARY,DEVON,EX6  6AQ,,284676.00,93061.00,Whitestone CP,TEIGNBRIDGE,Highway Management,Freehold,Held for future sale
422001,RETAINED LAND AT HALWELL-OS FIELDS 6152 6640 6751,,,HALWELL,TOTNES,DEVON,TQ9  7JA,,277652.00,53437.00,Halwell and Moreleigh CP,SOUTH HAMS,Highway Management,Freehold,Held for future sale
422002,RETAINED LAND AT HALWELL-LAND OPPOSITE THE OLD INN,,,HALWELL,TOTNES,DEVON,TQ9  7JA,,277668.00,53226.00,Halwell and Moreleigh CP,SOUTH HAMS,Highway Management,Freehold,Held for future sale
422301,OAK VALLEY CENTRE PRU,,PRESTON DOWN ROAD,PRESTON,PAIGNTON,DEVON,TQ3  1RN,204.00,287411.00,63092.00,Marldon CP,SOUTH HAMS,Education Schools,Freehold,Pupil Referral Unit
422901,PATHFIELD SCHOOL SIXTH FORM ANNEXE,,NORTH WALK,,BARNSTAPLE,DEVON,EX31 1DF,396.00,255553.00,133210.00,Barnstaple CP,NORTH DEVON,Education Schools,Memo of Arrangement / User Agreement,Special school
423701,TAVISTOCK LIBRARY & CULTURE CENTRE,,PLYMOUTH ROAD,,TAVISTOCK,DEVON,PL19 8AB,524.00,247958.00,74205.00,Tavistock CP,WEST DEVON,Library & Information Services,Leasehold,Library
423801,TORRINGTON LIBRARY,,CASTLE STREET,,GREAT TORRINGTON,DEVON,EX38 8AA,156.00,249506.00,119005.00,Great Torrington CP,TORRIDGE,Library & Information Services,Leasehold,Library
424101,LAND AT FIRE STATION LYME CLOSE AXMINSTER,,LYME CLOSE,,AXMINSTER,DEVON,EX13 5BA,,329973.00,98230.00,Axminster CP,EAST DEVON,Highway Management,Freehold,Held for future sale
424801,HUXDITCH WOOD PETERS MARLAND,,HUXDITCH BRIDGE,PETERS MARLAND,GREAT TORRINGTON,DEVON,EX38 8QQ,,249038.00,112204.00,,TORRIDGE,Education Administration,Freehold,Woodland
425101,ST HELENS CHURCH OF ENGLAND PRIMARY SCHOOL ABBOTSHAM,,,ABBOTSHAM,BIDEFORD,DEVON,EX39 5AP,839.00,242446.00,126285.00,Abbotsham CP,TORRIDGE,Education Schools,Church Owned,Primary school
425201,EXMOUTH REGISTRARS,,ST ANDREWS ROAD,,EXMOUTH,DEVON,EX8  1AW,26.00,299992.00,80817.00,Exmouth CP,EAST DEVON,Registrars,Leasehold,Registrars office
425701,TOTNES RECYCLING CENTRE,,BABBAGE ROAD,TOTNES INDUSTRIAL ESTATE,TOTNES,DEVON,TQ9 5JA,,280554.00,60825.00,Totnes CP,SOUTH HAMS,"Waste, Engineering & Transport",Leasehold,Waste disposal facility
426201,MOORHOUSE COPSE WOODLAND,,,BOVEY TRACEY,NEWTON ABBOT,DEVON,TQ13 9NT,,281113.00,82023.00,Hennock CP,TEIGNBRIDGE,County Farms estate,Freehold,Woodland
426301,GEORGES YOUTH CENTRE - BARNSTAPLE,21,ST GEORGES ROAD,,BARNSTAPLE,DEVON,EX32 7AU,411.00,256353.00,133803.00,Barnstaple CP,NORTH DEVON,Youth services,Freehold,Integrated Youth Support Centre
426401,BARNSTAPLE PARK SCHOOL PARK AND RIDE,,SOUTH STREET,,BARNSTAPLE,DEVON,EX32 9AX,0,256370.00,131729.00,Barnstaple CP,NORTH DEVON,Highway Management,Freehold,Park and rides
427001,CHERITON FITZPAINE PRIMARY SCHOOL,,WHITECROSS LANE,CHERITON FITZPAINE,CREDITON,DEVON,EX17 4LJ,1222.20,287366.00,106369.00,Cheriton Fitzpaine CP,MID DEVON,Education Schools,Freehold,Primary school
427201,KINGSKERSWELL STONE LANDING,,MADDACOMBE ROAD,KINGSKERSWELL,NEWTON ABBOT,DEVON,TQ12 5LF,,287354.00,67686.00,,TEIGNBRIDGE,Highway Management,Licence,Quarry
428201,NORTH DEVON YOUTH OFFENDING TEAM,5,BARBICAN CLOSE,,BARNSTAPLE,DEVON,EX32 9HE,327.00,256308.00,132788.00,Barnstaple CP,NORTH DEVON,Childrens Services,Leasehold,Offices
428401,NORTH DEVON COAST JENNETTS STORE,,,UPCOTT,BIDEFORD,DEVON,EX39 5JQ,0,244435.00,124741.00,Bideford CP,TORRIDGE,Highway Management,Licence,Depot / storage block
428701,SOUTH BRENT OLD SCHOOL CENTRE-SOUTH BRENT COMMUNITY CENTRE,,TOTNES ROAD,,SOUTH BRENT,DEVON,TQ10 9BP,,269855.00,60028.00,,SOUTH HAMS,Adult & Community Learning,Hiring Agreement,Adult and Community Learning Centre
428801,SUNNINGMEAD COMMUNITY HUB & CHILDRENS CENTRE,,LAZENBY ROAD,WILCOMBE,TIVERTON,DEVON,EX16 4AL,69.80,296781.00,112504.00,Tiverton CP,MID DEVON,Childrens Services,Memo of Arrangement / User Agreement,Childrens Centre
428901,YELVERTON WEATHER STATION PLACEMENT,,DOUSLAND ROAD,YELVERTON,PLYMOUTH,DEVON,PL20 6DW,0,252040.00,67833.00,,WEST DEVON,"Waste, Engineering & Transport",Leasehold,Rainwater gauge
429101,SIDMOUTH STOWFORD LODGE COMMUNITY MENTAL HEALTH TEAM-,,SEDEMUDA RAOD,,SIDMOUTH,DEVON,EX10 9YA,,312037.00,89625.00,,EAST DEVON,Devon Partnership Trust - CMHT,Non DCC building,Offices
429201,FORMER THE AVENUE LEARNING CENTRE (EXETER EOTAS),,RINGSWELL AVENUE,,EXETER,DEVON,EX1  3EG,496.00,295300.00,92620.00,Exeter,EXETER,Education Schools,Freehold,Surplus property / land
429301,CULM VALLEY CHILDRENS CENTRE,,ST ANDREWS ESTATE,,CULLOMPTON,DEVON,EX15 1HU,236.00,301959.00,107426.00,,MID DEVON,Childrens Services,Freehold but entirely leased off by others,Childrens Centre
429401,SOUTH HAMS BUTTERPARK OFFICES & CMHT,,BROOK ROAD,,IVYBRIDGE,DEVON,PL21 0AX,177.00,263889.00,56193.00,Ivybridge CP,SOUTH HAMS,Finance & Business Support,Freehold,Offices
429501,CREDITON WESTERN LODGE HOSPITAL,,WESTERN ROAD,,CREDITON,DEVON,EX17 3NH,,282193.00,100477.00,Crediton CP,MID DEVON,Devon Partnership Trust - CMHT,Non DCC building,Hospital
429801,LYNTON LIBRARY AND TELECENTRE,,MARKET STREET,,LYNTON,DEVON,EX35 6AF,222.00,272015.00,149351.00,Lynton and Lynmouth CP,NORTH DEVON,Library & Information Services,Leasehold,Library
429901,TAVISTOCK CHILDRENS CENTRE,,ABBEY RISE,WHITCHURCH ROAD,TAVISTOCK,DEVON,PL19 9BB,0,248166.00,74140.00,Tavistock CP,WEST DEVON,Childrens Services,Leasehold but entirely leased off by others,Childrens Centre
430101,LAND AT COFTON CROSS,,,STARCROSS,EXETER,DEVON,EX6  8RR,,296430.00,80246.00,Dawlish CP,TEIGNBRIDGE,County Farms estate,Freehold,Small holding - bare land
430201,OKEHAMPTON LYRIC HOUSE,2,NORTH ROAD,,OKEHAMPTON,DEVON,EX20 1BE,130.20,258946.00,95562.00,Okehampton CP,WEST DEVON,Learning Disability,Freehold,Learning disabilities centre
431101,WHITSON FARM ALLOTMENTS,,ROBOROUGH LANE,TAMERTON FOLIOT,PLYMOUTH,DEVON,PL5 4QD,,247414.00,61485.00,Bickleigh (South Hams) CP,SOUTH HAMS,County Farms estate,Freehold,Allotments and gardens
431401,NEWTON ABBOT WOLBOROUGH STREET DEVELOPMENT,,WOLBOROUGH STREET,,NEWTON ABBOT,DEVON,TQ12 1LZ,,285721.00,71203.00,,TEIGNBRIDGE,Highway Management,Freehold,Highway Infrastucture
431501,MORETONHAMPSTEAD PRIMARY SCHOOL,,BETTON WAY,MORETONHAMPSTEAD,NEWTON ABBOT,DEVON,TQ13 8NA,1472.00,275065.00,86292.00,Moretonhampstead CP,TEIGNBRIDGE,Education Schools,Freehold,Primary school
431701,AVOCET ROAD WINTER MAINTENANCE DEPOT (HA UPPER),,AVOCET ROAD,SOWTON INDUSTRIAL ESTATE,EXETER,DEVON,EX2 7JA,1219.00,296536.00,92809.00,Exeter,EXETER,Highway Management,Licence,Highways and bridges depot
431801,STOKE FLEMING LIBRARY,,DARTMOUTH ROAD,STOKE FLEMING,DARTMOUTH,DEVON,TQ6 0QT,28.00,286361.00,48752.00,Stoke Fleming CP,SOUTH HAMS,Library & Information Services,Leasehold,Library
431901,MELDON VIADUCT,,,MELDON,OKEHAMPTON,DEVON,EX20 4LT,,256479.00,92350.00,,WEST DEVON,Monument,Freehold,Monument
432201,KENNAWAY COMMUNITY CENTRE,10 -12,VICTORIA ROAD,,EXMOUTH,DEVON,EX8 1DL,785.00,299916.00,80917.00,Exmouth CP,EAST DEVON,Adult & Community Learning,Freehold,Adult and Community Learning Centre
432501,SKYPARK BUSINESS PARK,,,CLYST HONITON,EXETER,DEVON,EX5 2DS,,299554.00,94090.00,Clyst Honiton CP,EAST DEVON,Planning Economy & Transport,Freehold,Held for future development
432701,LAND AT NEWTOWN BRIDGE BRAYFORD,,ROCKSHEAD HILL,BRAYFORD,BARNSTAPLE,DEVON,EX32 7QB,,269301.00,132584.00,Brayford CP,NORTH DEVON,Highway Management,Freehold,Held for future development
432801,SEATON LIBRARY,21-23,QUEEN STREET,,SEATON,DEVON,EX12 2NY,292.00,324440.00,90056.00,Seaton CP,EAST DEVON,Library & Information Services,Leasehold,Library
432901,RYEFIELDS,,AVERY HILL,KINGSTEIGNTON,NEWTON ABBOT,DEVON,TQ12 3QG,443.00,287356.00,73911.00,,TEIGNBRIDGE,Finance & Business Support,Freehold,Offices
433301,MATFORD PARK AND RIDE CYCLE LOCKERS,,BAD HOMBURG WAY,MATFORD BUSINESS PARK,EXETER,DEVON,EX2 8NN,36.00,292713.00,89447.00,Exeter,EXETER,Highway Management,Leasehold,Park shelter
433401,PIECE OF LAND R/O WILMINSTONE QUARRY TAVISTOCK,,OLD EXETER ROAD,WILMINSTONE,TAVISTOCK,DEVON,PL19 0JP,,248741.00,75526.00,,WEST DEVON,"Waste, Engineering & Transport",Freehold,Held for future sale
433701,LAND ON COURTLANDS ROAD TAVISTOCK,,COURTLANDS ROAD,,TAVISTOCK,DEVON,PL19 0EF,0,247708.00,74649.00,Tavistock CP,WEST DEVON,Education Administration,Freehold but entirely leased off by others,Held for an agreed Community use
433801,HARTLAND VILLAGE HALL,,SOUTH LANE,HARTLAND,BIDEFORD,DEVON,EX39 6DG,0,226255.00,124257.00,Hartland CP,TORRIDGE,Older People & Physical Disability,Memo of Arrangement / User Agreement,Day centre for older people
434001,CLYST HEATH NURSERY AND COMMUNITY PRIMARY SCHOOL,,ROYAL CRESCENT,CLYST HEATH,EXETER,DEVON,EX2 7QT,2021.50,295735.00,91439.00,Exeter,EXETER,Education Schools,Freehold,Primary school
434101,LAND AT STRETE ON A379,,VICARAGE LANE,STRETE,DARTMOUTH,DEVON,TQ6 0RN,,284137.00,46991.00,Strete CP,SOUTH HAMS,Highway Management,Freehold,Held for an agreed Community use
434201,HONITON ROAD PARK AND RIDE,,HONITON ROAD,,EXETER,DEVON,EX1 3PE,0,296330.00,92635.00,Exeter,EXETER,Highway Management,Freehold,Park and rides
434301,39 TORQUAY ROAD,,,,NEWTON ABBOT,DEVON,TQ12 2HZ,,286616.00,70949.00,Newton Abbot CP,TEIGNBRIDGE,Learning Disability,Unknown Agreement,Sheltered housing
434401,LANGDON HOSPITAL FORENSIC HEALTH SERVICES,,LANGDON HILL,,DAWLISH,DEVON,EX7 0NR,0,296194.00,78734.00,,TEIGNBRIDGE,Devon Partnership Trust - CMHT,Unknown Agreement,Offices
434701,THE YARD YOUTH CENTRE - BRAUNTON,,CAEN STREET,,BRAUNTON,DEVON,EX33 1AA,256.00,248664.00,136520.00,Braunton CP,NORTH DEVON,Youth services,Leasehold,Integrated Youth Support Centre
435201,ST LUKES CHURCH OF ENGLAND SCIENCE & SPORTS COLLEGE,,HARTS LANE,WHIPTON,EXETER,DEVON,EX1 3RD,9585.00,295818.00,93553.00,Exeter,EXETER,Education Schools,Church Owned (Licensed to Modern Schools Exeter),Secondary school
435801,THE YEO CENTRE,,ST GEORGES ROAD,,BARNSTAPLE,DEVON,EX32 7AU,207.00,256285.00,133848.00,Barnstaple CP,NORTH DEVON,Education Schools,Freehold,Pupil Referral Unit
436001,JOHN TALLACK YOUTH CENTRE - CULLOMPTON,,MEADOW LANE,CULLOMPTON,EXETER,DEVON,EX15 1LL,211.30,302164.00,106740.00,Cullompton CP,MID DEVON,Youth services,Freehold,Integrated Youth Support Centre
436501,TORR QUARRY  RECYCLING CENTRE,,,EAST ALLINGTON,TOTNES,DEVON,TQ9 7QQ,0,274508.00,48184.00,,SOUTH HAMS,"Waste, Engineering & Transport",Leasehold,Waste disposal facility
436701,ROOKSBRIDGE PICNIC SITE,,A39,WESTLEIGH,BIDEFORD,DEVON,EX39 4NS,0,252645.00,131121.00,Fremington CP,NORTH DEVON,Highway Management,Freehold,Tourist parking / toilets
436801,SIDEMOOR PICNIC SITE,,A361,KNOWSTONE,SOUTH MOLTON,DEVON,EX36 4RZ,0,282933.00,121755.00,,NORTH DEVON,Highway Management,Freehold,Tourist parking / toilets
437101,WAIN LANE CAR PARK,,WAIN LANE,,NEWTON ABBOT,DEVON,TQ12 2SH,,285347.00,71686.00,Newton Abbot CP,TEIGNBRIDGE,Education Schools,Freehold,Car parking
437201,LAND FOR PROPOSED TOTNES THE GROVE PRIMARY,,BARRACKS HILL,,TOTNES,DEVON,TQ9 5JN,0,279825.00,60832.00,,SOUTH HAMS,Education Administration,Freehold,Proposed new property
437301,ISCA COLLEGE OF MEDIA ARTS,,EARL RICHARDS ROAD SOUTH,,EXETER,DEVON,EX2 6AP,9409.00,293360.00,90848.00,Exeter,EXETER,Education Schools,DCC Freehold (Licensed to Modern Schools Exeter),Secondary school
437401,WYNSTREAM PRIMARY SCHOOL,,BURNTHOUSE LANE,WONFORD,EXETER,DEVON,EX2 6AY,3031.00,293887.00,91397.00,Exeter,EXETER,Education Schools,DCC Freehold (Licensed to Modern Schools Exeter),Primary school
437501,ST JAMES SCHOOL-MAIN SCHOOL SITE,,SUMMER LANE,,EXETER,DEVON,EX4 8NN,9152.10,294634.00,94246.00,Exeter,EXETER,Education Schools,DCC Freehold (Licensed to Modern Schools Exeter),Secondary school - Foundation
437502,ST JAMES SCHOOL-DETACHED PLAYING FIELD BELOW WILLOWBROOK,,SUMMER LANE,,EXETER,DEVON,EX4 8NN,,294584.00,93928.00,Exeter,EXETER,Education Schools,DCC Freehold (Licensed to Modern Schools Exeter),Secondary school - Foundation
438401,ANVIL CORNER REDUNDANT LANDFILL SITE,,,ANVIL CORNER,HOLSWORTHY,DEVON,EX22 6NR,,237971.00,104041.00,Hollacombe CP,TORRIDGE,"Waste, Engineering & Transport",Freehold,Waste disposal facility
438501,PUNCHBOWL RECYCLING CENTRE,,,,CREDITON,DEVON,EX17 5BP,0,279179.00,100832.00,Crediton Hamlets CP,MID DEVON,"Waste, Engineering & Transport",Freehold but entirely leased off by others,Waste disposal facility
438601,ASHLEY REDUNDANT LANDFILL SITE,,EXETER ROAD,,TIVERTON,DEVON,EX16 5PD,,294738.00,109700.00,Tiverton CP,MID DEVON,"Waste, Engineering & Transport",Leasehold,Waste disposal facility
438701,SUTTON BARTON RECYCLING CENTRE,,,OFFWELL,HONITON,DEVON,EX14 9SH,0,320518.00,99024.00,,EAST DEVON,"Waste, Engineering & Transport",Leasehold,Waste disposal facility
438801,CROWNDALE RECYCLING CENTRE,,CROWNDALE ROAD,,TAVISTOCK,DEVON,PL19 8JR,0,247123.00,72381.00,Tavistock CP,WEST DEVON,"Waste, Engineering & Transport",Freehold,Waste disposal facility
438901,LYN DOWN REDUNDANT LANDFILL SITE,,CHERITON ROAD,LYN DOWN,LYNTON,DEVON,EX35 6LE,,272621.00,147333.00,Lynton and Lynmouth CP,NORTH DEVON,"Waste, Engineering & Transport",Freehold,Waste disposal facility
439001,OKEHAMPTON RECYCLING CENTRE,,EXETER ROAD,,OKEHAMPTON,DEVON,EX20 1QA,,260465.00,95600.00,Okehampton Hamlets CP,WEST DEVON,"Waste, Engineering & Transport",Freehold,Waste disposal facility
439101,HOLSWORTHY SKILLS CENTRE,,WESTERN ROAD,,HOLSWORTHY,DEVON,EX22 6DH,761.00,234263.00,104015.00,Holsworthy CP,TORRIDGE,Education Schools,Freehold,Post 16 Skills Centre
439301,LOWER HOOPERN VALLEY CYCLE ROUTE,,,,EXETER,,,,292007.00,93542.00,,EXETER,Countryside,Leasehold,Cycle track / Footpath
439601,SOUTH HAMS FORE STREET CMHT,8,FORE STREET,,IVYBRIDGE,DEVON,PL21 9PQ,0,263550.00,56137.00,,SOUTH HAMS,Devon Partnership Trust - CMHT,Unknown Agreement,Offices
440101,HALWILL COMMUNITY PRIMARY SCHOOL,,DREYBURY LANE,HALWILL JUNCTION,BEAFORD,DEVON,EX21 5XU,832.00,244579.00,99835.00,Halwill CP,TORRIDGE,Education Schools,Freehold,Primary school
440501,EXETER WONFORD HOUSE OFFICES,,BARRACK ROAD,,EXETER,DEVON,EX2 5DW,0,293730.00,91869.00,,EXETER,Health & Social Care Partnership,Unknown Agreement,Offices
440801,EXWICK HEIGHTS PRIMARY SCHOOL,,EXWICK LANE,EXWICK,EXETER,DEVON,EX4 2FB,2676.00,290217.00,93331.00,Exeter,EXETER,Education Schools,Freehold,Primary school
440901,53 DACCABRIDGE ROAD,53,DACCABRIDGE ROAD,,KINGSKERSWELL,DEVON,TQ12 5DQ,0,287811.00,67669.00,Kingskerswell CP,TEIGNBRIDGE,Highway Management,Freehold,Held for future development
441001,AXMINSTER COMMUNITY HOSPITAL OFFICES & CONYBEARE UNIT,,CHARD STREET,,AXMINSTER,DEVON,EX13 5DU,0,329862.00,98730.00,,EAST DEVON,Health & Social Care Partnership,Unknown Agreement,Offices
441101,ST MICHAELS C OF E VA PRIMARY SCHOOL,,SOUTH LAWN TERRACE,HEAVITREE,EXETER,DEVON,EX1 2SN,2212.40,293924.00,92608.00,Exeter,EXETER,Education Schools,Academy,Primary school
441201,ST SIDWELLS C of E PRIMARY SCHOOL,,YORK ROAD,,EXETER,DEVON,EX4 6PG,1320.00,292517.00,93257.00,Exeter,EXETER,Education Schools,Church Owned,Primary school
441301,PINHOE C of E PRIMARY SCHOOL,,HARRINGTON LANE,PINHOE,EXETER,DEVON,EX4 8PE,2224.00,296127.00,94435.00,,EXETER,Education Schools,Church Owned,Primary school
441401,ST NICHOLAS CATHOLIC PRIMARY SCHOOL,,RINGSWELL AVENUE,,EXETER,DEVON,EX1 3EG,1837.00,295266.00,92532.00,Exeter,EXETER,Education Schools,Academy,Primary school
441501,WOODWATER ACADEMY (formerly WALTER DAW PRIMARY SCHOOL),,WOODWATER LANE,,EXETER,DEVON,EX2 5AW,1972.00,294949.00,91831.00,Exeter,EXETER,Education Schools,Academy,Primary school
441601,ST PETERS CHURCH OF ENGLAND AIDED SCHOOL,,QUARRY LANE,MIDDLEMOOR,EXETER,DEVON,EX2 5AP,11013.00,295420.00,92050.00,Exeter,EXETER,Education Schools,Mixed Tenure,Secondary school
441701,SHRUBLANDS HOUSE CMHT,8,MORGAN AVENUE,CASTLE CIRCUS,TORQUAY,DEVON,TQ2 5RS,0,291125.00,64333.00,,SOUTH HAMS,Devon Partnership Trust - CMHT,Unknown Agreement,Offices
441901,FORMER THE FOUNTAIN LEARNING CENTRE,,ST JAMES ROAD,,EXETER,DEVON,EX4 6PU,237.00,292808.00,93406.00,Exeter,EXETER,Education Schools,Freehold,Pupil Referral Unit
442001,THE KNIGHT CLUB,,BEACON LANE,BEACON HEATH,EXETER,DEVON,EX4 8LZ,808.00,294532.00,94339.00,Exeter,EXETER,Youth services,Freehold,Integrated Youth Support Centre
442101,ST ANDREWS CHURCH OF ENGLAND PRIMARY SCHOOL (Chardstock),,,CHARDSTOCK,AXMINSTER,DEVON,EX13 7BJ,1090.00,331195.00,104089.00,Chardstock CP,EAST DEVON,Education Schools,Church Owned,Primary school
442301,EXMOUTH COPPERFIELDS,,NORTON PLACE,,EXMOUTH,DEVON,EX8 2ND,162.00,302225.00,81874.00,Exmouth CP,EAST DEVON,Learning Disability,Leasehold,Learning disabilities centre
